Offset,sMeanPktSz,sTtl,sHops,TcpRtt,State,AckDat,SynAck,Proto,SrcBytes,TotBytes,SrcRate,Max,Load,Dur,SrcLoad,Rate,RunTime,Cause,Min,is_attack,Label,split
171072,761.083313,64.0,0.0,0.0,1,0.0,0.0,4,9133,12771,6.944589,1.583967,58824.45703,1.583967,42283.71094,13.257853,1.583967,2,1.583967,0,Benign,train
38492028,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
6081516,98.0,58.0,6.0,0.0,2,0.0,0.0,0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,test
1610876,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
24469240,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388336,2.57509,130.480881,2.57509,130.480881,0.388336,2.57509,2,2.57509,0,Benign,test
33167440,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,test
29123268,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388009,2.577259,130.371063,2.577259,130.371063,0.388009,2.577259,2,2.577259,0,Benign,train
15956300,928.333313,64.0,0.0,0.0,1,0.0,0.0,4,5570,7488,82.084282,0.060913,798647.25,0.060913,609656.375,147.751709,0.060913,1,0.060913,0,Benign,train
7100540,98.0,58.0,6.0,0.0,2,0.0,0.0,0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
6476,98.0,58.0,6.0,0.0,2,0.0,0.0,0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,test
17772936,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.369166,2.708806,124.039886,2.708806,124.039886,0.369166,2.708806,1,2.708806,0,Benign,test
6822472,96.0,255.0,1.0,0.0,1,0.0,0.0,2,192,392,0.418179,2.391322,655.704285,2.391322,321.161285,1.254536,2.391322,2,2.391322,0,Benign,test
21681260,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,test
5884,98.0,58.0,6.0,0.0,2,0.0,0.0,0,98,196,0.0,0.024049,0.0,0.024049,0.0,41.581768,0.024049,1,0.024049,0,Benign,test
39174584,98.0,250.0,6.0,0.0,1,0.0,0.0,2,98,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,test
34799524,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.387595,2.580011,130.23201,2.580011,130.23201,0.387595,2.580011,2,2.580011,0,Benign,test
17205732,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
39680140,98.0,58.0,6.0,0.0,2,0.0,0.0,0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
15555272,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.347107,2.880959,116.627831,2.880959,116.627831,0.347107,2.880959,1,2.880959,0,Benign,validation
1578804,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
11244444,360.0,62.0,2.0,0.0,4,0.0,0.0,4,360,360,0.0,0.091902,0.0,0.091902,0.0,0.0,0.091902,1,0.091902,0,Benign,train
22279784,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.387048,2.583658,130.048172,2.583658,130.048172,0.387048,2.583658,2,2.583658,0,Benign,train
15802300,98.0,58.0,6.0,0.0,2,0.0,0.0,0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,test
34809924,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,test
1084964,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
38273388,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
15737664,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.348455,2.869808,117.081001,2.869808,117.081001,0.348455,2.869808,1,2.869808,0,Benign,test
38712388,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
23135828,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.387434,2.581086,130.177765,2.581086,130.177765,0.387434,2.581086,1,2.581086,0,Benign,train
35762692,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388369,2.574872,130.491928,2.574872,130.491928,0.388369,2.574872,2,2.574872,0,Benign,validation
26766276,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,validation
24411664,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388386,2.574757,130.497742,2.574757,130.497742,0.388386,2.574757,2,2.574757,0,Benign,train
26151580,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.389104,2.570007,130.738937,2.570007,130.738937,0.389104,2.570007,2,2.570007,0,Benign,validation
29330748,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
3537144,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
24191000,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388221,2.575855,130.442123,2.575855,130.442123,0.388221,2.575855,2,2.575855,0,Benign,train
18605652,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.384995,2.597435,129.358383,2.597435,129.358383,0.384995,2.597435,1,2.597435,0,Benign,train
1666004,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
4171628,164.375,64.0,0.0,0.042866,1,0.022196,0.02067,3,2630,22822,3.004726,4.992136,34287.52734,4.992136,3951.81543,6.209767,4.992136,2,4.992136,0,Benign,validation
21513068,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,validation
3825756,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
20884428,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.385812,2.591937,129.632782,2.591937,129.632782,0.385812,2.591937,1,2.591937,0,Benign,test
919044,1351.741699,117.0,11.0,0.0,1,0.0,0.0,4,246017,253886,36.909355,4.903906,411391.25,4.903906,399136.5313,41.395573,4.903906,2,4.903906,0,Benign,validation
3863464,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
38152156,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
24116096,98.0,58.0,6.0,0.0,2,0.0,0.0,0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
26154036,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.389079,2.570174,130.730453,2.570174,130.730453,0.389079,2.570174,2,2.570174,0,Benign,train
2047760,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
38375468,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
18563644,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.383911,2.604773,128.993958,2.604773,128.993958,0.383911,2.604773,1,2.604773,0,Benign,test
31145672,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388082,2.576773,130.39566,2.576773,130.39566,0.388082,2.576773,2,2.576773,0,Benign,validation
3146184,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
35565180,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,validation
17672976,42.0,63.0,1.0,0.0,4,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
1447652,1351.125854,117.0,11.0,0.0,1,0.0,0.0,4,193211,197766,28.77603,4.934663,317992.1563,4.934663,311040.5,32.221046,4.934663,2,4.934663,0,Benign,validation
35708868,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,validation
24207392,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388818,2.571899,130.642776,2.571899,130.642776,0.388818,2.571899,2,2.571899,0,Benign,validation
1753768,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
28583632,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.38698,2.584114,130.025223,2.584114,130.025223,0.38698,2.584114,2,2.584114,0,Benign,train
2114368,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
38952572,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
30539624,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388681,2.572805,130.596771,2.572805,130.596771,0.388681,2.572805,2,2.572805,0,Benign,test
29674944,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388283,2.575442,130.463043,2.575442,130.463043,0.388283,2.575442,2,2.575442,0,Benign,train
33602200,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,test
944828,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
15932396,42.0,63.0,1.0,0.0,4,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
101116,317.846161,64.0,0.0,0.0,1,0.0,0.0,4,4132,217922,81.770607,0.146752,11788269.0,0.146752,207969.9063,1151.602661,0.146752,2,0.146752,0,Benign,validation
34492668,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
33839096,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,validation
30624624,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388223,2.575842,130.442795,2.575842,130.442795,0.388223,2.575842,2,2.575842,0,Benign,train
862264,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
23716640,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,validation
27856544,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
7256516,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
18862456,42.0,63.0,1.0,0.0,4,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
26468188,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.38902,2.570561,130.71077,2.570561,130.71077,0.38902,2.570561,2,2.570561,0,Benign,train
30989312,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388252,2.575647,130.452652,2.575647,130.452652,0.388252,2.575647,2,2.575647,0,Benign,train
16229348,42.0,63.0,1.0,0.0,4,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
19121568,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.386472,2.587511,129.854523,2.587511,129.854523,0.386472,2.587511,1,2.587511,0,Benign,train
16833900,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.356113,2.808095,119.654076,2.808095,119.654076,0.356113,2.808095,1,2.808095,0,Benign,train
18147852,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.375323,2.664371,126.108566,2.664371,126.108566,0.375323,2.664371,1,2.664371,0,Benign,train
34492428,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
209324,176.0,64.0,0.0,0.0,1,0.0,0.0,4,528,728,27.399887,0.072993,53265.37891,0.072993,38579.03906,68.499718,0.072993,2,0.072993,0,Benign,train
3870324,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
35619660,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.387938,2.577733,130.347092,2.577733,130.347092,0.387938,2.577733,2,2.577733,0,Benign,validation
20885692,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,validation
103724,690.799988,64.0,0.0,0.0,1,0.0,0.0,4,10362,15773,3.097287,4.520085,25898.62695,4.520085,17118.26172,5.752104,4.520085,2,4.520085,0,Benign,train
21321620,42.0,63.0,1.0,0.0,4,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
19677476,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.386556,2.586944,129.88298,2.586944,129.88298,0.386556,2.586944,1,2.586944,0,Benign,train
29569920,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
26491452,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388822,2.571871,130.64418,2.571871,130.64418,0.388822,2.571871,2,2.571871,0,Benign,train
392840,98.0,58.0,6.0,0.0,2,0.0,0.0,0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,test
1074044,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
9951060,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
2897772,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,test
30987296,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,test
38867132,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,test
32956544,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
35877180,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.387622,2.579832,130.241028,2.579832,130.241028,0.387622,2.579832,2,2.579832,0,Benign,train
25751432,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.388977,2.570849,130.696121,2.570849,130.696121,0.388977,2.570849,1,2.570849,0,Benign,train
1462188,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
15393168,98.0,58.0,6.0,0.0,2,0.0,0.0,0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
31398720,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.38827,2.575529,130.458633,2.575529,130.458633,0.38827,2.575529,2,2.575529,0,Benign,train
6505924,66.0,115.0,13.0,0.0,3,0.0,0.0,3,66,132,0.0,0.136447,0.0,0.136447,0.0,7.328853,0.136447,1,0.136447,0,Benign,test
16217912,74.0,64.0,0.0,0.0,6,0.0,0.0,3,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
23921448,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,validation
1789500,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
937308,60.0,255.0,1.0,0.0,4,0.0,0.0,4,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
4985268,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
1463168,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
25366184,42.0,63.0,1.0,0.0,4,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,test
2944948,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
2560936,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,test
23005300,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388341,2.575055,130.482651,2.575055,130.482651,0.388341,2.575055,2,2.575055,0,Benign,validation
34009840,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.387057,2.583599,130.051132,2.583599,130.051132,0.387057,2.583599,2,2.583599,0,Benign,train
23364584,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,validation
36544580,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
3873404,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
17278640,98.0,58.0,6.0,0.0,2,0.0,0.0,0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
17665156,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
774512,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
4129168,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
34068992,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
15417540,98.0,58.0,6.0,0.0,2,0.0,0.0,0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,test
15659968,42.0,63.0,1.0,0.0,4,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
38051476,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
5598108,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
4282992,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
18644316,42.0,63.0,1.0,0.0,4,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
37580012,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
38522212,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,test
5438296,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
123312,98.0,58.0,6.0,0.0,2,0.0,0.0,0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,test
1096876,803.700012,64.0,0.0,0.0,1,0.0,0.0,4,8037,12048,52.020718,0.173008,493480.0938,0.173008,334504.7813,92.481277,0.173008,1,0.173008,0,Benign,train
23922464,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.387754,2.578957,130.285217,2.578957,130.285217,0.387754,2.578957,1,2.578957,0,Benign,train
35177756,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.387582,2.580096,130.227707,2.580096,130.227707,0.387582,2.580096,2,2.580096,0,Benign,test
27549044,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
25581024,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
15592152,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.347584,2.877002,116.788239,2.877002,116.788239,0.347584,2.877002,1,2.877002,0,Benign,train
855896,98.0,58.0,6.0,0.0,2,0.0,0.0,0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,test
1966440,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
28535976,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
21046700,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
33253440,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.387346,2.581668,130.148422,2.581668,130.148422,0.387346,2.581668,2,2.581668,0,Benign,train
2914012,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,validation
17303992,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
29578800,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.387614,2.579887,130.238266,2.579887,130.238266,0.387614,2.579887,2,2.579887,0,Benign,train
30563696,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,test
29769328,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.387933,2.577767,130.345383,2.577767,130.345383,0.387933,2.577767,2,2.577767,0,Benign,test
16409228,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.353092,2.832121,118.639,2.832121,118.639,0.353092,2.832121,1,2.832121,0,Benign,test
22182692,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.388168,2.576204,130.424454,2.576204,130.424454,0.388168,2.576204,1,2.576204,0,Benign,test
38620636,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,test
20465172,42.0,63.0,1.0,0.0,4,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
4365512,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
23078956,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388013,2.57723,130.372528,2.57723,130.372528,0.388013,2.57723,2,2.57723,0,Benign,train
15982276,42.0,63.0,1.0,0.0,4,0.0,0.0,4,84,84,0.350564,2.852547,117.789474,2.852547,117.789474,0.350564,2.852547,1,2.852547,0,Benign,train
213272,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
26555324,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.388723,2.572523,130.611069,2.572523,130.611069,0.388723,2.572523,2,2.572523,0,Benign,train
25110720,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
2065640,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
34650452,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.387458,2.580923,130.185974,2.580923,130.185974,0.387458,2.580923,2,2.580923,0,Benign,validation
34161936,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.387616,2.57987,130.23912,2.57987,130.23912,0.387616,2.57987,2,2.57987,0,Benign,train
38553012,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
302784,64.0,249.0,7.0,0.0,4,0.0,0.0,4,64,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
128916,54.0,52.0,12.0,0.0,8,0.0,0.0,3,108,271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
35769956,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.38857,2.57354,130.559464,2.57354,130.559464,0.38857,2.57354,2,2.57354,0,Benign,validation
24449664,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
37155572,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,train
23097956,42.0,63.0,1.0,0.0,6,0.0,0.0,4,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,Benign,test
34379196,42.0,63.0,1.0,0.0,6,0.0,0.0,4,84,84,0.387162,2.582898,130.086441,2.582898,130.086441,0.387162,2.582898,2,2.582898,0,Benign,train
3060356,74.0,249.0,7.0,0.0,4,0.0,0.0,4,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,Benign,train
